id,tested_positive
215,15.348489
216,8.541627
217,15.182411
218,10.674682
219,10.910618
220,15.954403
221,9.005144
222,16.034054
223,14.693898
224,23.920212
225,21.718086
226,14.530148
227,7.813738
228,10.915643
229,32.61247
230,15.37997
231,7.6202106
232,14.0489
233,20.685585
234,10.999211
235,34.83329
236,19.210316
237,21.102688
238,21.176472
239,32.4849
240,11.265832
241,27.897503
242,27.725735
243,29.36633
244,13.823026
245,11.3596525
246,14.931414
247,26.170528
248,19.22815
249,10.980229
250,21.871372
251,16.615883
252,20.650234
253,11.630849
254,12.453483
255,10.426485
256,8.233437
257,18.797768
258,14.868941
259,8.093011
260,12.893885
261,5.1511364
262,8.044065
263,22.305882
264,16.591166
265,7.6744413
266,24.817966
267,26.015854
268,6.987748
269,12.112506
270,14.197451
271,8.720601
272,21.61763
273,10.656017
274,8.731157
275,17.292036
276,20.025883
277,8.047179
278,15.245955
279,16.823984
280,21.835136
281,20.751251
282,17.08549
283,24.194561
284,17.70792
285,22.589355
286,20.894535
287,29.765804
288,7.301968
289,20.269981
290,12.985959
291,17.182957
292,4.9771028
293,5.2607965
294,22.448792
295,14.815278
296,6.8794055
297,23.461266
298,9.747595
299,10.2164545
300,11.472056
301,22.067963
302,10.8068905
303,19.431335
304,13.012693
305,18.133236
306,24.010525
307,31.315762
308,13.09716
309,12.87605
310,11.146428
311,25.579823
312,10.702552
313,23.623714
314,18.348663
315,15.401025
316,30.311394
317,19.356422
318,19.417938
319,16.345108
320,5.459133
321,7.3842545
322,27.334572
323,18.327286
324,8.892988
325,19.64418
326,4.9977083
327,24.00222
328,19.065666
329,24.863789
330,10.297944
331,24.252533
332,13.590977
333,6.7525473
334,12.22434
335,12.305821
336,24.16988
337,9.0084
338,11.006662
339,22.075897
340,13.6679125
341,10.21396
342,21.198906
343,15.820518
344,5.556214
345,18.483534
346,27.666885
347,22.27623
348,21.244537
349,17.386997
350,9.216904
351,24.868473
352,17.93224
353,14.415444
354,5.82926
355,18.63858
356,23.1744
357,17.466852
358,22.61824
359,15.428843
360,6.15022
361,18.699722
362,8.857349
363,13.277515
364,18.411568
365,34.22503
366,16.789707
367,16.229702
368,6.3256016
369,15.2541485
370,15.128045
371,15.904001
372,18.59172
373,12.357047
374,4.835536
375,15.116985
376,9.961415
377,10.799242
378,17.282825
379,20.581078
380,25.228985
381,16.172642
382,11.224101
383,20.813908
384,7.80682
385,15.873336
386,16.594269
387,15.892568
388,15.301888
389,16.688145
390,30.927505
391,13.211134
392,28.841774
393,17.98471
394,8.128669
395,15.887446
396,28.755795
397,19.961174
398,22.568115
399,12.21709
400,16.84248
401,19.042831
402,7.428915
403,32.192963
404,33.05775
405,11.144048
406,10.92968
407,24.287315
408,13.395597
409,16.523151
410,20.038769
411,8.944876
412,24.3979
413,12.451668
414,9.982938
415,18.929256
416,21.250488
417,24.638218
418,26.476223
419,9.94226
420,15.978745
421,4.940447
422,8.970764
423,10.833283
424,21.545853
425,15.081234
426,18.394047
427,10.216065
428,32.161827
429,21.912334
430,12.011597
431,18.944576
432,15.845323
433,12.681563
434,7.1585774
435,22.083523
436,33.74493
437,13.721703
438,5.1172247
439,4.797549
440,9.080421
441,7.214513
442,19.915031
443,19.708416
444,22.043888
445,5.3126445
446,5.301239
447,14.176488
448,25.087833
449,23.351387
450,16.211098
451,8.417461
452,27.60886
453,14.12006
454,12.652014
455,10.490457
456,24.167843
457,16.466175
458,20.078064
459,7.6284494
460,21.853058
461,9.981117
462,16.217815
463,16.82193
464,8.3541765
465,9.761733
466,8.5586815
467,7.9379683
468,11.66249
469,24.040443
470,17.937836
471,12.885968
472,24.667133
473,10.038906
474,13.328492
475,6.13695
476,12.701
477,19.142765
478,22.566013
479,20.99812
480,23.820438
481,20.424438
482,26.656487
483,20.208431
484,27.012146
485,7.159136
486,18.68589
487,16.255066
488,24.10091
489,8.549704
490,13.005218
491,20.899082
492,19.203083
493,15.417785
494,17.170464
495,16.760048
496,14.93669
497,6.842679
498,5.7036495
499,12.892306
500,15.007804
501,7.105265
502,19.472767
503,12.587152
504,24.339787
505,25.264313
506,22.09304
507,10.528852
508,9.636103
509,17.594769
510,17.585716
511,13.360324
512,18.51351
513,7.811394
514,24.849102
515,14.689779
516,14.167603
517,12.830308
518,12.8768
519,29.188553
520,26.136513
521,15.69005
522,17.511482
523,23.060413
524,10.710105
525,32.139652
526,5.732444
527,17.006546
528,16.084492
529,7.440481
530,17.449963
531,11.845042
532,11.442857
533,12.704544
534,22.601852
535,5.708661
536,25.64761
537,10.380981
538,24.48206
539,15.397398
540,40.87559
541,13.855233
542,18.776855
543,5.7308903
544,9.34383
545,10.465998
546,7.696054
547,24.815796
548,21.139343
549,13.027015
550,11.996399
551,6.610508
552,21.001305
553,29.03249
554,22.118752
555,7.4211664
556,14.651704
557,16.713493
558,25.666435
559,17.416
560,12.191513
561,11.767722
562,23.437359
563,18.77108
564,24.019375
565,12.421292
566,22.64376
567,26.073109
568,5.6481028
569,26.322128
570,13.463601
571,16.801163
572,29.156872
573,23.664288
574,4.9157133
575,19.26088
576,24.923244
577,35.887615
578,18.39133
579,21.119003
580,13.079385
581,9.813717
582,13.809127
583,12.245389
584,16.306442
585,8.709858
586,33.32599
587,11.493366
588,8.115052
589,10.350524
590,10.748303
591,22.620247
592,21.568558
593,33.915478
594,30.669788
595,32.522
596,11.0008745
597,13.285521
598,23.02367
599,24.528511
600,6.543454
601,8.494051
602,18.384127
603,18.143702
604,18.654224
605,22.55267
606,18.04573
607,28.939724
608,15.125337
609,22.778496
610,6.434915
611,17.284424
612,9.651949
613,27.495289
614,24.672855
615,9.301062
616,24.700966
617,12.652961
618,19.608818
619,11.620002
620,8.044289
621,15.831198
622,11.080614
623,23.448254
624,12.205763
625,27.268272
626,15.349561
627,16.234138
628,18.022484
629,10.640674
630,29.29132
631,18.217697
632,29.13364
633,26.02193
634,19.95219
635,10.612065
636,18.658272
637,10.690517
638,19.821053
639,19.972565
640,9.536663
641,12.337022
642,26.04469
643,31.535713
644,22.808342
645,30.001423
646,9.55989
647,25.09243
648,6.2782235
649,13.590539
650,14.540212
651,17.79512
652,11.389326
653,12.136503
654,14.717614
655,16.333923
656,13.799018
657,30.692184
658,11.745007
659,9.0566
660,27.97631
661,26.832691
662,10.121326
663,10.755347
664,11.2184725
665,5.5538487
666,24.355602
667,9.398435
668,21.835209
669,22.031532
670,11.921863
671,8.709438
672,6.9073625
673,15.456311
674,5.0511837
675,13.473691
676,22.731525
677,25.047825
678,16.557066
679,11.147683
680,15.410932
681,11.926978
682,16.617031
683,19.997456
684,5.1869392
685,27.082943
686,19.289509
687,15.396763
688,6.09428
689,11.312373
690,18.588024
691,7.938631
692,14.375072
693,5.7448134
694,4.7788973
695,11.863145
696,23.442997
697,30.415405
698,28.211319
699,5.789246
700,6.7958064
701,6.422764
702,19.621052
703,17.238604
704,28.202229
705,6.1574273
706,17.47923
707,7.010507
708,11.279864
709,13.635819
710,21.024994
711,9.425594
712,23.336342
713,12.026572
714,5.2641916
715,4.995128
716,10.366944
717,21.241798
718,11.959399
719,21.541073
720,8.932039
721,5.6312647
722,20.633461
723,25.73563
724,7.649429
725,19.258678
726,6.9822
727,13.997606
728,6.5122695
729,16.631016
730,8.278562
731,8.820614
732,20.810387
733,7.0263624
734,21.533726
735,14.626555
736,6.7682858
737,20.610706
738,7.268447
739,23.820827
740,17.461473
741,17.677744
742,11.4932165
743,23.591866
744,13.437527
745,12.897726
746,28.013443
747,29.801613
748,16.346088
749,8.143145
750,8.713235
751,23.897652
752,6.660096
753,10.950356
754,20.056862
755,20.731335
756,20.012718
757,16.058788
758,12.359513
759,10.723678
760,16.77512
761,10.358616
762,6.0895834
763,24.411861
764,30.153267
765,22.234833
766,19.695408
767,8.070071
768,11.867852
769,13.91125
770,18.433838
771,11.620882
772,24.853168
773,19.867191
774,5.7839484
775,10.141719
776,22.773537
777,21.279179
778,17.648968
779,13.126512
780,22.804577
781,33.108475
782,17.717037
783,20.851799
784,10.639078
785,7.2798867
786,6.441216
787,21.015461
788,21.715294
789,15.82758
790,19.285011
791,6.9665546
792,12.137645
793,16.077938
794,11.262609
795,20.177013
796,12.440418
797,13.791881
798,7.553969
799,15.97841
800,13.086065
801,9.994888
802,9.765105
803,13.0520525
804,12.155509
805,22.105122
806,10.666651
807,20.643108
808,20.743324
809,28.874092
810,15.594691
811,18.616108
812,13.8461275
813,16.223904
814,7.998016
815,4.9168983
816,6.4234343
817,17.216644
818,29.246502
819,9.113732
820,23.966259
821,16.308565
822,16.46098
823,18.519476
824,23.237076
825,7.0943165
826,9.941529
827,19.173138
828,20.00449
829,15.559163
830,18.607315
831,6.808283
832,12.813247
833,11.953803
834,13.458038
835,28.779202
836,12.444602
837,17.523613
838,21.813457
839,19.197456
840,19.235275
841,38.03645
842,33.158474
843,18.75011
844,18.921013
845,8.411516
846,13.40098
847,18.183311
848,9.474494
849,14.66088
850,5.616103
851,6.393401
852,7.4832096
853,9.997491
854,8.992203
855,24.967346
856,23.416447
857,22.110565
858,9.057362
859,13.817086
860,20.947159
861,19.55198
862,21.609924
863,21.952877
864,13.762485
865,7.0624304
866,8.925169
867,10.346351
868,24.372814
869,23.74273
870,8.44702
871,11.196868
872,15.339942
873,33.45173
874,28.36848
875,18.108356
876,18.79512
877,12.598893
878,20.588951
879,17.236454
880,7.348839
881,14.479508
882,10.503281
883,12.961882
884,27.129967
885,15.158342
886,29.525024
887,19.794563
888,13.805625
889,6.2218876
890,32.716667
891,24.582207
892,19.278217
