Id,Predicted
204,2.59413
205,2.6648407
206,2.1197252
207,4.5567994
208,3.168647
209,1.5960667
210,2.742156
211,2.026828
212,2.1014285
213,2.368386
214,2.1899543
215,1.7242762
216,2.7372286
217,2.716182
218,2.3100636
219,4.2342043
220,2.3816347
221,2.7527711
222,1.658298
223,2.5292723
224,2.7844038
225,3.3374467
226,1.6396533
227,2.3682296
228,2.5494156
229,2.0304005
230,2.0440416
231,1.8296692
232,2.1587734
233,2.3635962
234,2.6325793
235,1.7070234
236,2.4645286
237,1.853806
238,1.5729567
239,1.4189389
240,3.7544222
241,1.883688
242,2.7672992
243,2.2419472
244,1.8948438
245,2.7269151
246,2.7777941
247,2.596509
248,1.761024
249,3.3360815
250,1.6831912
251,2.0541654
252,1.9221778
253,1.659445
254,2.0381367
255,2.6813254
256,1.6795757
257,4.2630453
258,2.7761345
259,2.5430818
260,3.0203757
261,1.9500802
262,2.0731316
263,2.0377064
264,2.0219088
265,1.3533447
266,2.4190483
267,1.9598913
268,3.2663667
269,1.6899786
270,1.6949103
271,3.1459239
272,2.0707407
273,1.96807
274,2.217022
275,2.575739
276,2.2240121
277,2.307531
278,1.6412623
279,2.1425793
280,1.9125571
281,3.9728844
282,2.476476
283,2.1046815
284,2.285023
285,1.4859114
286,2.1815445
287,3.1152654
288,2.2849061
289,2.8572865
290,1.4926553
291,2.8016617
292,2.0763512
293,1.7290295
294,1.7018822
295,2.55637
296,1.7578036
297,4.132303
298,1.5743684
299,2.115534
300,1.7018491
301,1.4108806
302,3.2069354
303,2.1054606
304,2.3254619
305,2.3366709
306,2.5572762
307,1.6639792
308,1.9644138
309,1.6788917
310,2.3043153
311,2.6229217
312,1.7038231
313,1.4583291
314,1.7838708
315,1.7103157
316,2.0401309
317,2.5705595
318,3.0335295
319,1.8653812
320,1.9290389
321,2.3999348
322,1.5381886
323,2.9276967
324,1.9972242
325,1.511787
326,2.2237084
327,5.9373865
328,1.8382134
329,1.5222634
330,2.2158046
331,2.025987
332,1.9800948
333,4.6513605
334,2.2465944
335,1.8431679
336,2.6861506
337,2.113771
338,3.0025427
339,2.0388045
340,2.6637597
341,2.195538
342,2.7880852
343,2.5908701
344,2.0322073
345,2.0638316
346,2.5478375
347,1.9297341
348,2.086231
349,2.929116
350,3.9379086
351,2.572707
352,3.8877559
353,1.9641016
354,4.753916
355,1.4706924
356,1.7601329
357,2.718729
358,1.5661582
359,1.7396278
360,3.0826323
361,2.242167
362,2.090494
363,1.6903948
364,1.5385016
365,2.7679572
366,3.4260042
367,1.9800205
368,1.8979084
369,1.9286718
370,2.8495653
371,1.5844699
372,2.1656518
373,2.7769427
374,2.3036492
375,2.2859018
376,4.4668927
377,1.9629632
378,2.1208096
379,3.4295545
380,2.2846003
381,2.1869526
382,1.7129542
383,2.289523
384,2.444177
385,2.1155608
386,2.3359363
387,2.973612
388,2.1097252
389,1.9326639
390,3.896556
391,3.5958917
392,3.4692075
393,2.5999155
394,1.9041256
395,1.6811047
396,1.5779581
397,4.9241667
398,2.3464692
399,1.536152
400,1.8184006
401,3.830113
402,2.1605644
403,1.8960927
404,2.5377345
405,3.404508
406,1.9160144
407,1.6835214
408,2.0361037
409,2.1998038
410,2.5483677
411,1.6783727
412,1.6235776
413,1.9280277
414,1.5940887
415,2.560697
416,1.657135
417,1.5808455
418,3.4803443
419,2.922858
420,3.847934
421,3.239158
422,2.8446567
423,2.3345518
424,3.8086221
425,2.1179583
426,3.8494077
427,2.309012
428,2.2009044
429,1.7748388
430,2.6729674
431,2.3329766
432,2.29461
433,2.4256904
434,2.5752194
435,1.2152847
436,2.95359
437,2.4432344
438,1.8308166
439,1.8301531
440,2.1412756
441,2.177411
442,1.3700722
443,2.1654346
444,3.4221334
445,3.401547
446,3.0470853
447,2.9561973
448,1.8302175
449,3.9925396
450,1.4666427
451,2.3077025
452,1.8005203
453,1.6921521
454,2.4538279
455,2.4529767
456,3.6066363
457,3.4675999
458,1.998787
459,1.4466085
460,2.1192765
461,1.8136766
462,2.0516086
463,2.0932872
464,1.8563656
465,3.3897967
466,2.3487742
467,3.046335
468,2.7659996
469,1.9379634
470,2.695731
471,1.501819
472,2.6303494
473,2.3986368
474,1.8652177
475,1.6716914
476,2.0552857
477,1.8263464
478,1.6951519
479,1.482014
480,1.6174647
481,3.1081343
482,2.288998
483,1.7815715
484,2.341921
485,1.8952688
486,2.0973086
487,2.0276787
488,2.2395952
489,2.1683962
490,1.9794586
491,2.2794378
492,2.590813
493,1.7904538
494,3.1333382
495,2.8365726
496,2.1245844
497,2.0812044
498,2.872741
499,2.126761
500,2.0580673
501,1.6790054
502,1.7106239
503,2.9436963
504,1.3503478
505,1.89886
506,1.8762879
507,1.9631965
508,2.5730026
509,1.7965467
510,1.8165962
511,1.791671
512,1.8423463
513,1.557919
514,2.4359918
515,2.088304
516,2.4862056
517,2.0746744
518,1.8729005
519,1.5953962
520,1.8000835
521,2.7501616
522,1.9199047
523,2.4368925
524,1.4918557
525,2.1791852
526,3.1077924
527,3.8134587
528,1.7783796
529,2.6378772
530,1.69357
531,1.4341857
532,1.5952989
533,1.5538026
534,1.6316853
535,1.8930786
536,3.0988333
537,1.6529729
538,2.9057074
539,1.7519072
540,3.0081775
541,2.063191
542,3.8255646
543,2.901781
544,1.631354
545,3.54712
546,2.381884
547,2.1083496
548,2.1456232
549,3.0184321
550,2.6950867
551,3.5032086
552,3.8818371
553,1.8472393
554,2.0166862
555,1.4986645
556,2.2502398
557,2.7414403
558,2.392774
559,2.412683
560,2.4489062
561,1.9280549
562,1.7569673
563,2.4988737
564,1.555243
565,3.250292
566,2.3556552
567,1.9475697
568,2.1687405
569,1.7655715
570,1.7400329
571,2.031442
572,1.4716624
573,1.7012764
574,2.4505403
575,4.4921193
576,2.1422439
577,2.950848
578,1.6264309
579,2.4567394
580,2.9774427
581,2.7719328
582,2.3604033
583,2.4685705
584,1.9086729
585,3.0618327
586,2.1721065
587,2.2530992
588,1.6827383
589,1.7594393
590,2.5653956
591,2.2908607
592,3.4524527
593,1.7501436
594,1.6532452
595,2.313893
596,2.7853198
597,2.9991338
598,2.084909
599,1.9899609
600,1.8401493
601,2.0062928
602,2.867623
603,3.2731578
604,3.4216151
605,1.9670429
606,3.172896
607,1.2344168
608,1.813262
609,2.0999691
610,1.5312626
611,2.0762587
612,1.9161056
613,2.6517339
614,1.5442406
615,1.418321
616,2.013657
617,1.8326108
618,1.8031157
619,2.9409819
620,3.3370988
621,1.2985547
622,2.012883
623,1.7179884
624,1.6714985
625,4.718825
626,2.4679155
627,2.1446753
628,3.5103557
629,2.1412063
630,2.083797
631,1.9476215
632,5.738047
633,2.9934235
634,1.9599181
635,1.9157867
636,1.4184574
637,2.8580458
638,3.9431782
639,2.9374127
640,1.955937
641,2.3065696
642,2.7177072
643,3.5073967
644,1.8915797
645,3.4123855
646,2.0268173
647,1.701076
648,2.7297263
649,2.234362
650,2.173834
651,1.5562675
652,1.8853986
653,2.1525586
654,1.4838681
655,3.0380487
656,1.7302377
657,2.2307389
658,1.6024828
659,2.7479057
660,2.2299612
661,2.0884335
662,2.03586
663,3.3057373
664,4.683946
665,2.4239123
666,2.4808412
667,3.0251129
668,1.5477442
669,4.590069
670,2.302545
671,1.7317139
672,1.8533146
673,2.3224442
674,2.9094138
675,2.5224993
676,2.1708672
677,2.3705323
678,2.0181305
679,1.4643478
680,3.3238895
681,1.7696462
682,2.1895738
683,2.1967015
684,2.5390906
685,2.3507082
686,2.9004772
687,2.347416
688,2.886754
689,1.7994059
690,1.5877061
691,2.076153
692,1.8761779
693,3.27685
694,1.6680537
695,2.0090601
696,1.6965379
697,3.836784
698,2.9467876
699,3.4198515
700,1.8212773
701,1.9525108
702,1.7005491
703,1.5952927
704,2.890431
705,1.6749878
706,1.5697509
707,1.9062827
708,3.4818614
709,2.5504265
710,1.641264
711,3.4183664
712,2.5536833
713,2.0846448
714,1.9870888
715,3.654526
716,2.5533617
717,3.7659085
718,3.2711976
719,2.080029
720,1.9314564
721,3.1686547
722,2.7487557
723,1.6866634
724,3.794672
725,3.1021621
726,3.3520749
727,1.6856637
728,2.6013708
729,4.034151
730,1.5845307
731,1.9031698
732,2.0676053
733,2.5310736
734,2.595684
735,1.8526635
736,3.3518028
737,3.2229428
738,2.3189483
739,1.6996753
740,1.797948
741,2.228216
742,1.9975272
743,4.186318
744,1.961986
745,3.0306208
746,1.967992
747,2.312608
748,2.7785935
749,2.7237928
750,2.8897004
751,2.129001
752,2.1534307
753,2.056565
754,2.0854893
755,2.3135784
756,1.9357898
757,4.11706
758,1.5846912
759,1.7100943
760,2.3287225
761,1.9969109
762,1.4888843
763,3.0931885
764,2.8497596
765,2.057619
766,2.4511592
767,2.5089633
768,2.2196772
769,2.029734
770,3.5344226
771,3.5589397
772,2.5718315
773,2.602317
774,1.9335449
775,1.7395983
776,3.3594048
777,3.605584
778,2.195429
779,2.3683515
780,3.1161172
781,2.6139421
782,1.915141
783,3.1354463
784,2.606735
785,1.8050871
786,2.1010911
787,4.406813
788,2.2205684
789,2.3701167
790,2.5726056
791,2.657283
792,1.9911404
793,1.5049074
794,2.1306915
795,1.5600823
796,2.0433674
797,2.962268
798,2.2666218
799,3.0968106
800,3.0294464
801,2.1230295
802,1.6518195
803,1.8068223
804,2.0037322
805,2.5427003
806,1.9490007
807,1.4487139
808,1.8812374
809,1.4822727
810,2.017277
811,2.3936257
812,1.9594846
813,5.3864703
814,2.4701862
815,1.7407957
816,1.611861
817,2.1800709
818,2.133663
819,2.1056607
820,2.0039122
821,1.8566902
822,3.8344643
823,3.1977057
824,3.1613996
825,3.0077124
826,4.8126364
827,1.4321845
828,1.8620896
829,2.9476912
830,1.9998105
831,2.286034
832,1.6229467
833,2.2588983
834,2.3155096
835,2.0054266
836,2.0573113
837,2.3119078
838,2.1323857
839,1.8367143
840,1.7800716
841,1.9041643
842,1.864092
843,1.6961218
844,2.3922348
845,1.8400809
846,3.893599
847,2.337694
848,2.5245383
849,1.486534
850,1.6783562
851,2.058061
852,2.2842405
853,2.6461065
854,1.8361675
855,2.953762
856,1.7372825
857,2.937614
858,2.5489838
859,2.8890865
860,3.2535262
861,1.4773389
862,1.8372113
863,5.7553916
864,2.1395152
865,2.6358087
866,1.8490827
867,1.6937511
868,2.36448
869,2.7516508
870,3.8222022
871,3.7870998
872,2.6901603
873,2.074948
874,1.5963364
875,1.7932646
876,1.7532996
877,1.8961877
878,2.039297
879,2.158947
880,2.0220208
881,1.7141688
882,2.805963
883,1.6228696
884,1.3950884
885,3.6837025
886,2.249078
887,4.5030904
888,2.0392902
889,1.7892448
890,1.9750818
891,2.4877372
892,2.3221722
893,2.4405415
894,1.6785817
895,5.6425333
896,1.542556
897,2.0498111
898,4.2682004
899,2.5155387
900,1.774909
901,1.8022113
902,1.9293664
903,3.00123
904,1.5766659
905,1.7003399
906,2.1925056
907,2.8207712
908,3.6003492
909,3.100703
910,2.4061792
911,2.1370068
912,2.1955717
913,2.3394396
914,2.0864575
915,1.5330192
916,3.5719097
917,2.5585124
918,1.9716259
919,2.613592
920,3.7639923
921,4.515811
922,2.6987882
923,1.8545927
924,2.6310565
925,1.6983348
926,2.0877998
927,1.8952885
928,3.4742684
929,2.509456
930,2.3719282
931,2.5270853
932,2.7255893
933,2.3892324
934,1.8504183
935,3.047105
936,1.6140267
937,1.8117573
938,2.341941
939,2.1059542
940,2.5864618
941,2.615348
942,3.656864
943,2.9385571
944,2.1581316
945,2.966676
946,3.469413
947,2.0921419
948,2.1423428
949,1.9186292
950,2.050243
951,1.7667136
952,1.4711713
953,2.890755
954,2.4951696
955,3.6164742
956,3.2044735
957,1.5860285
958,2.2780492
959,1.8385258
960,1.9679326
961,3.412401
962,2.0906043
963,1.6751721
964,1.90836
965,2.0045276
966,4.295067
967,2.2093601
968,3.2247484
969,3.5218437
970,2.270252
971,3.1889236
972,1.9860078
973,1.7949966
974,2.020916
975,1.8799537
976,2.9973826
977,2.5268238
978,2.2919781
979,1.8254191
980,1.6576377
981,1.867069
982,1.886005
983,3.4620862
984,1.5369296
985,3.0033212
986,1.9759002
987,2.1148124
988,2.2325208
989,2.1156693
990,1.8654869
991,1.526017
992,2.7813842
993,2.164125
994,1.999002
995,1.4199189
996,1.9322593
997,1.4731872
998,3.1605937
999,2.3302863
1000,2.0187519
1001,2.678317
1002,3.2411187
1003,2.2078576
1004,1.9669425
1005,1.973397
1006,1.5333043
1007,2.0232913
1008,2.205551
1009,1.4793742
1010,2.8378665
1011,2.4106617
1012,2.6698887
1013,2.3370132
1014,1.8990155
1015,1.4517548
1016,2.063003
1017,1.8769639
1018,1.6127664
1019,1.6531322
1020,1.8157681
1021,2.4544861
1022,2.198486
1023,1.421692
1024,2.302684
1025,3.6679165
1026,1.8132985
1027,2.7449827
1028,2.2540379
1029,1.5802718
1030,2.1296477
1031,1.6552588
1032,1.7971648
1033,2.364183
1034,2.7828913
1035,2.1420364
1036,1.992743
1037,2.7794127
1038,1.8317585
1039,2.0813801
1040,1.8396358
1041,3.557486
1042,3.015323
1043,2.941335
1044,2.0632303
1045,3.3203244
1046,2.5107238
1047,2.5282152
1048,3.0963826
1049,2.4051285
1050,1.5360762
1051,1.5269789
1052,2.2840621
1053,1.5593079
1054,2.4065459
1055,1.3644499
1056,1.7584387
1057,1.8570247
1058,1.6329013
1059,2.1030803
1060,2.0263412
1061,3.7444513
1062,1.4780836
1063,2.7863872
1064,1.7787075
1065,2.3747368
1066,3.2018218
1067,1.6967425
1068,2.0968285
1069,3.6590502
1070,1.6891649
1071,2.0250504
1072,2.213248
1073,2.765897
1074,2.3634722
1075,1.5806849
1076,3.0365877
1077,1.8960594
1078,2.0638254
1079,2.3054004
1080,1.9026811
1081,2.4110775
1082,1.7588965
1083,1.7103271
1084,2.1834443
1085,1.6663046
1086,1.4525868
1087,1.7091007
1088,1.9833285
1089,5.419288
1090,3.2824836
1091,2.6985066
1092,2.5279593
1093,2.2285025
1094,2.1817477
1095,2.2454815
1096,1.3805536
1097,3.3190196
1098,1.3637682
1099,1.7066079
1100,1.7744113
1101,1.8623257
1102,2.5319529
1103,1.6374277
1104,2.8981147
1105,2.2153554
1106,2.4655714
1107,1.9893962
1108,2.6320376
1109,1.858895
1110,1.8365998
1111,2.785848
1112,1.6353679
1113,1.7910662
1114,2.0463355
1115,2.499292
1116,2.5125203
1117,2.8816247
1118,2.0598242
1119,1.6964465
1120,1.922477
1121,1.8140249
1122,1.8421867
1123,2.112171
1124,2.992685
1125,3.3631613
1126,4.336586
1127,1.8994627
1128,2.9269888
1129,2.783413
1130,3.3743844
1131,6.048373
1132,1.7569326
1133,1.716206
1134,1.7432207
1135,1.7932082
1136,2.2902875
1137,1.7455546
1138,1.8149986
1139,2.0044227
1140,1.8059868
1141,2.334981
1142,1.6958524
1143,2.438454
1144,2.208367
1145,3.0197756
1146,2.27345
1147,1.8743443
1148,2.1660075
1149,2.426606
1150,1.5221883
1151,1.7680188
1152,3.5431943
1153,2.235928
1154,1.5146748
1155,2.7610126
1156,1.8029099
1157,2.002071
1158,1.5335729
1159,2.0405734
1160,1.7678341
1161,1.9652855
1162,1.9991891
1163,2.5235476
1164,1.7396355
1165,4.970765
1166,2.002751
1167,2.2892056
1168,1.7332203
1169,1.2197151
1170,3.1978707
1171,2.051804
1172,2.1218286
1173,2.5321124
1174,1.5048829
1175,2.3991115
1176,1.6975218
1177,1.7944643
1178,2.5838091
1179,1.5280595
1180,2.1996028
1181,3.8365138
1182,2.0409517
1183,4.170866
1184,2.5332606
1185,1.6366464
1186,2.1862414
1187,2.0027556
1188,2.3003495
1189,2.3399885
1190,2.006159
1191,1.6013948
1192,2.2018123
1193,2.0240746
1194,2.3141
1195,2.0006406
1196,2.1215358
1197,1.9990509
1198,1.4804536
1199,1.6821438
1200,2.316266
1201,2.472371
1202,1.9317106
1203,2.7582994
1204,2.3052747
1205,4.088819
1206,1.7160366
1207,2.6533458
1208,2.671865
1209,2.8967905
1210,2.2385004
1211,1.6430655
1212,3.1057026
1213,2.499022
1214,2.898683
1215,1.7901058
1216,2.4211807
1217,2.763339
1218,1.7975641
1219,1.8950027
1220,1.6603037
1221,2.7537005
1222,1.8817257
1223,2.035169
1224,2.0775478
1225,1.8902533
1226,2.1241124
1227,1.903469
1228,2.3434076
1229,2.6899781
1230,2.2273815
1231,3.2889502
1232,2.1665947
1233,2.1444473
1234,1.5218018
1235,1.6449294
1236,2.2346725
1237,2.8579054
1238,2.148358
1239,1.9020027
1240,3.0736098
1241,2.1892812
1242,2.2756085
1243,1.4278643
1244,4.4674845
1245,4.201915
1246,2.8945267
1247,2.182981
1248,1.8325604
1249,1.7303913
1250,3.7129958
1251,2.2926342
1252,3.487599
1253,2.8157887
1254,1.492403
1255,2.484761
1256,1.8760664
1257,2.359731
1258,2.4336448
1259,3.6661456
1260,4.903425
1261,1.8617197
1262,4.0842032
1263,2.2038333
1264,2.1881852
1265,1.7811699
1266,2.9747405
1267,1.5608292
1268,2.12898
1269,2.123014
1270,2.608839
1271,2.347955
1272,4.3917627
1273,2.0964022
1274,1.5861905
1275,1.2976686
1276,2.4385734
1277,2.8700764
1278,1.5702709
1279,3.0381389
1280,3.646473
1281,1.9536102
1282,1.8565875
1283,2.1936703
1284,2.3932822
1285,3.9673984
1286,2.188925
1287,2.2698593
1288,1.4684956
1289,1.6869544
1290,2.1334019
1291,2.4207692
1292,1.3649923
1293,1.8362916
1294,2.3856637
1295,1.7215182
1296,1.6989113
1297,2.180584
1298,2.1803825
1299,1.5479876
1300,1.4949324
1301,2.3586767
1302,2.350006
1303,1.7226878
1304,1.6594964
1305,2.0735846
1306,2.8415978
1307,1.5557672
1308,1.632923
1309,2.2980134
1310,3.068698
1311,2.6013231
1312,1.7068287
1313,2.470664
1314,2.5253057
1315,2.154247
1316,2.3211896
1317,1.7914351
1318,2.445442
1319,3.5519404
1320,2.1819553
1321,2.701611
1322,1.416826
1323,2.8040318
1324,3.18606
1325,2.504715
1326,2.514047
1327,2.0207574
1328,1.6848503
1329,1.7201651
1330,1.9731594
1331,2.1727395
1332,2.452336
1333,2.1452115
1334,1.4116043
1335,1.5608118
1336,2.8256133
1337,2.2890992
1338,2.0704713
1339,1.8000699
1340,4.017117
1341,1.6690148
1342,2.8181193
1343,2.3612661
1344,1.4790324
1345,3.481207
1346,1.8549775
1347,1.6330521
1348,1.9838288
1349,2.1884723
1350,2.516981
1351,1.8155106
1352,3.989406
1353,2.1164124
1354,2.2451594
1355,3.050882
1356,1.6705191
1357,2.7301168
1358,3.8776867
1359,2.6664503
1360,1.7324578
1361,4.185125
1362,2.0363188
1363,3.3578973
1364,3.0879676
1365,2.1470413
1366,1.9086348
1367,2.2799225
1368,2.5300605
1369,1.9283075
1370,1.6209358
1371,1.5738837
1372,1.5327792
1373,2.622221
1374,1.6272839
1375,2.7972164
1376,1.9726008
1377,1.5638176
1378,2.2405682
1379,2.0812495
1380,3.5318208
1381,2.1526926
1382,2.4470167
1383,1.7040771
1384,1.9021878
1385,1.8365561
1386,2.6099951
1387,3.4678304
1388,1.4865506
1389,2.7821658
1390,2.3142874
1391,2.1149752
1392,1.7914592
1393,1.9308283
1394,2.8512857
1395,1.4872226
1396,1.6707093
1397,1.9326537
1398,2.0788407
1399,1.643445
1400,1.2187726
1401,2.1757963
1402,1.5908304
1403,2.3942506
1404,1.8627154
1405,1.6391684
1406,2.6163495
1407,3.1091394
1408,2.050467
1409,2.0872033
1410,2.452914
1411,1.9327735
1412,2.1321974
1413,2.0080805
1414,2.39196
1415,1.8426288
1416,1.5193294
1417,2.2749271
1418,1.9420475
1419,1.8745978
1420,2.3706646
1421,3.4393117
1422,3.289175
1423,2.776121
1424,2.5374525
1425,4.2594543
1426,2.477319
1427,1.6508555
1428,2.4725728
1429,3.6239316
1430,1.4324725
1431,2.2150867
1432,1.9150307
1433,3.0382676
1434,1.5654364
1435,1.5896375
1436,4.0509067
1437,2.2340748
1438,1.920073
1439,1.913162
1440,2.4008076
1441,3.0047436
1442,1.7073494
1443,1.5752549
1444,2.9797678
1445,1.7103671
1446,1.4690936
1447,2.3911793
1448,1.836861
1449,2.9532092
1450,2.9710944
1451,3.04065
1452,2.0560424
1453,1.7413937
1454,2.4025452
1455,1.9233402
1456,1.8020859
1457,2.2846491
1458,2.343388
1459,1.9324282
1460,1.5651581
1461,2.6242635
1462,2.0336645
1463,2.4453998
1464,2.3690212
1465,1.5963657
1466,2.020792
1467,2.2052124
1468,1.7385247
1469,1.8533963
1470,2.0563002
1471,2.552712
1472,1.4445866
1473,2.3091125
1474,1.7176769
1475,2.00762
1476,2.10831
1477,2.6430418
1478,3.2202272
1479,2.1447504
1480,1.7918566
1481,1.8374679
1482,2.5415711
1483,2.592066
1484,2.3629646
1485,2.1890612
1486,1.9985847
1487,1.8735367
1488,1.4183637
1489,2.192685
1490,2.5524142
1491,1.7294694
1492,1.5039681
1493,1.965804
1494,2.461283
1495,1.6539301
1496,2.3886228
1497,3.2352936
1498,1.9341968
1499,2.655678
1500,2.6742446
1501,2.169065
1502,1.5219606
1503,2.0247543
1504,2.1422584
1505,1.9468023
1506,3.627599
1507,1.9665935
1508,1.7528309
1509,1.8483973
1510,1.6818591
1511,2.5367937
1512,1.8406439
1513,2.15981
1514,1.9022896
1515,2.9111273
1516,1.6499496
1517,2.015347
1518,2.2229183
1519,2.826541
1520,2.228661
1521,2.0109496
1522,2.2289715
1523,1.870448
1524,1.8724397
1525,1.7211924
1526,3.1830523
1527,1.75554
1528,1.8081694
1529,2.5412834
1530,1.7459817
1531,2.4141607
1532,1.9866426
1533,1.669935
1534,2.2292333
1535,2.0111077
1536,2.0266266
1537,2.254344
1538,1.9586961
1539,3.2777512
1540,1.6231682
1541,2.5357666
1542,2.0475686
1543,1.6772957
1544,3.2033622
1545,2.3501184
1546,1.6848408
1547,1.6278821
1548,2.815916
1549,2.5363667
1550,3.0520124
1551,1.6555065
1552,2.477939
1553,2.2083204
1554,1.7415535
1555,2.1503923
1556,1.6616393
1557,2.5646994
1558,2.1953275
1559,3.051148
1560,2.140474
1561,1.8659241
1562,2.434931
1563,1.9296381
1564,2.3357093
1565,2.4450414
1566,1.2720551
1567,1.9894626
1568,1.9290197
1569,1.3759764
1570,1.8602532
1571,1.7388287
1572,1.7731321
1573,1.592206
1574,2.1790323
1575,2.6443136
1576,2.229756
1577,1.702
1578,1.9778366
1579,1.8005314
1580,1.8343759
1581,2.2754295
1582,2.6043336
1583,1.91039
1584,2.2284184
1585,3.254829
1586,2.5266063
1587,1.4486005
1588,1.983109
1589,2.2688227
1590,1.7812403
1591,3.538558
1592,1.6134163
1593,2.0620477
1594,2.2754745
1595,2.4843857
1596,2.0039701
1597,2.3841808
1598,2.8994002
1599,6.4034467
1600,1.6256138
1601,3.1185086
1602,1.9348447
1603,1.8809637
1604,1.9617279
1605,1.8339175
1606,2.421658
1607,2.514809
1608,1.7449758
1609,2.5103414
1610,3.402451
1611,2.8597214
1612,1.4023489
1613,2.1557088
1614,2.736105
1615,1.8224878
1616,2.775711
1617,2.251417
1618,3.8199763
1619,1.5134276
1620,1.9236944
1621,1.7018925
1622,1.8850197
1623,1.5845035
1624,2.9749339
1625,2.7749155
1626,1.6593579
1627,4.846843
1628,2.361741
1629,1.633413
1630,2.0340202
1631,1.6718155
1632,2.5092633
1633,2.6850662
1634,3.5275588
1635,2.3796418
1636,3.2676656
1637,2.3135495
1638,2.2890995
1639,1.7838289
1640,1.4855703
1641,1.9467933
1642,1.8779869
1643,2.0344353
1644,1.7225058
1645,4.6135545
1646,1.7739971
1647,2.7506793
1648,1.5321698
1649,1.8247561
1650,1.7853547
1651,3.0556595
1652,2.1368842
1653,2.9306152
1654,2.032891
1655,2.5595613
1656,2.311322
1657,1.924486
1658,1.9259655
1659,2.2773793
1660,1.7990582
1661,2.7465534
1662,1.414026
1663,3.2843997
1664,1.8207637
1665,2.5567539
1666,1.7076094
1667,1.6721859
1668,1.4978653
1669,1.9172012
1670,1.6861012
1671,3.4318426
1672,1.6537266
1673,1.5366212
1674,2.14117
1675,1.8492576
1676,4.6719885
1677,2.243022
1678,2.0195677
1679,5.602297
1680,5.2876973
1681,1.6399007
1682,3.957995
1683,1.8941035
1684,1.7633638
1685,1.83217
1686,2.3222988
1687,3.331195
1688,2.7799668
1689,2.73884
1690,1.7235163
1691,4.0107613
1692,1.7680651
1693,2.1152606
1694,2.3638422
1695,3.2005665
1696,3.333821
1697,1.9153863
1698,2.530138
1699,5.532517
1700,2.6595275
1701,2.043888
1702,1.8656046
1703,2.686841
1704,2.059119
