Id,Category
1926,5
1927,2
1928,8
1929,3
1930,5
1931,8
1932,4
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,3
1940,5
1941,0
1942,0
1943,4
1944,0
1945,9
1946,4
1947,0
1948,10
1949,5
1950,1
1951,10
1952,10
1953,6
1954,1
1955,0
1956,2
1957,3
1958,5
1959,2
1960,9
1961,10
1962,3
1963,8
1964,8
1965,10
1966,5
1967,8
1968,6
1969,5
1970,7
1971,3
1972,5
1973,9
1974,6
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,1
1982,3
1983,3
1984,7
1985,2
1986,0
1987,0
1988,0
1989,2
1990,1
1991,0
1992,10
1993,9
1994,9
1995,8
1996,0
1997,4
1998,2
1999,8
2000,5
2001,5
2002,5
2003,0
2004,0
2005,7
2006,3
2007,9
2008,2
2009,2
2010,1
2011,1
2012,7
2013,0
2014,2
2015,2
2016,7
2017,2
2018,9
2019,8
2020,6
2021,0
2022,5
2023,9
2024,0
2025,2
2026,4
2027,1
2028,4
2029,6
2030,2
2031,8
2032,10
2033,4
2034,0
2035,2
2036,5
2037,6
2038,2
2039,10
2040,1
2041,9
2042,0
2043,6
2044,3
2045,5
2046,2
2047,8
2048,2
2049,9
2050,2
2051,3
2052,7
2053,7
2054,4
2055,0
2056,0
2057,10
2058,2
2059,9
2060,4
2061,2
2062,10
2063,0
2064,10
2065,9
2066,2
2067,9
2068,0
2069,1
2070,1
2071,1
2072,5
2073,1
2074,4
2075,4
2076,8
2077,6
2078,4
2079,0
2080,1
2081,9
2082,9
2083,9
2084,8
2085,5
2086,5
2087,2
2088,7
2089,2
2090,2
2091,0
2092,0
2093,3
2094,5
2095,10
2096,0
2097,5
2098,7
2099,10
2100,2
2101,5
2102,0
2103,5
2104,0
2105,8
2106,2
2107,3
2108,3
2109,5
2110,5
2111,1
2112,9
2113,6
2114,2
2115,8
2116,6
2117,0
2118,10
2119,8
2120,9
2121,0
2122,9
2123,8
2124,5
2125,0
2126,5
2127,4
2128,7
2129,10
2130,6
2131,9
2132,9
2133,10
2134,1
2135,5
2136,2
2137,6
2138,6
2139,3
2140,3
2141,2
2142,4
2143,6
2144,6
2145,4
2146,2
2147,3
2148,2
2149,8
2150,1
2151,9
2152,8
2153,0
2154,4
2155,7
2156,10
2157,1
2158,5
2159,5
2160,3
2161,0
2162,2
2163,3
2164,10
2165,2
2166,1
2167,10
2168,7
2169,0
2170,5
2171,7
2172,9
2173,5
2174,2
2175,3
2176,5
2177,6
2178,1
2179,9
2180,1
2181,5
2182,9
2183,6
2184,9
2185,1
2186,7
2187,3
2188,4
2189,1
2190,10
2191,3
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,4
2199,5
2200,4
2201,2
2202,4
2203,5
2204,1
2205,9
2206,1
2207,2
2208,0
2209,2
2210,2
2211,8
2212,9
2213,4
2214,2
2215,5
2216,10
2217,5
2218,2
2219,3
2220,8
2221,4
2222,9
2223,1
2224,2
2225,2
2226,2
2227,2
2228,3
2229,1
2230,0
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,4
2239,7
2240,4
2241,3
2242,5
2243,2
2244,9
2245,9
2246,9
2247,2
2248,5
2249,8
2250,5
2251,4
2252,0
2253,6
2254,2
2255,10
2256,1
2257,1
2258,2
2259,2
2260,0
2261,5
2262,0
2263,5
2264,10
2265,1
2266,10
2267,7
2268,1
2269,2
2270,8
2271,9
2272,10
2273,9
2274,8
2275,1
2276,2
2277,8
2278,3
2279,8
2280,1
2281,1
2282,3
2283,3
2284,2
2285,2
2286,1
2287,5
2288,9
2289,8
2290,2
2291,2
2292,10
2293,1
2294,0
2295,10
2296,6
2297,2
2298,0
2299,2
2300,4
2301,9
2302,8
2303,0
2304,9
2305,2
2306,10
2307,2
2308,10
2309,2
2310,5
2311,9
2312,5
2313,0
2314,2
2315,1
2316,5
2317,2
2318,9
2319,9
2320,2
2321,2
2322,5
2323,10
2324,9
2325,2
2326,2
2327,0
2328,0
2329,6
2330,4
2331,1
2332,4
2333,6
2334,4
2335,9
2336,2
2337,2
2338,0
2339,3
2340,10
2341,0
2342,2
2343,9
2344,5
2345,8
2346,4
2347,1
2348,5
2349,3
2350,8
2351,3
2352,6
2353,4
2354,4
2355,3
2356,4
2357,5
2358,8
2359,1
2360,8
2361,0
2362,10
2363,0
2364,3
2365,6
2366,5
2367,10
2368,10
2369,3
2370,2
2371,6
2372,4
2373,8
2374,5
2375,3
2376,2
2377,8
2378,3
2379,5
2380,9
2381,5
2382,6
2383,4
2384,10
2385,4
2386,0
2387,9
2388,3
2389,1
2390,4
2391,10
2392,4
2393,3
2394,8
2395,5
2396,0
2397,2
2398,5
2399,0
2400,5
2401,3
2402,9
2403,2
2404,2
2405,10
2406,3
2407,5
2408,6
2409,3
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,8
2417,2
2418,1
2419,8
2420,5
2421,8
2422,9
2423,5
2424,9
2425,2
2426,10
2427,4
2428,0
2429,6
2430,0
2431,4
2432,8
2433,4
2434,5
2435,0
2436,5
2437,0
2438,9
2439,9
2440,8
2441,9
2442,8
2443,1
2444,2
2445,1
2446,2
2447,8
2448,2
2449,5
2450,6
2451,8
2452,0
2453,0
2454,0
2455,7
2456,2
2457,10
2458,2
2459,2
2460,10
2461,0
2462,1
2463,1
2464,9
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,0
2472,3
2473,3
2474,8
2475,1
2476,0
2477,0
2478,10
2479,8
2480,0
2481,2
2482,1
2483,2
2484,10
2485,7
2486,10
2487,3
2488,1
2489,6
2490,4
2491,9
2492,0
2493,5
2494,3
2495,5
2496,9
2497,8
2498,4
2499,8
2500,3
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,0
2508,0
2509,8
2510,2
2511,2
2512,3
2513,0
2514,9
2515,4
2516,4
2517,5
2518,0
2519,2
2520,8
2521,8
2522,8
2523,9
2524,9
2525,8
2526,9
2527,5
2528,0
2529,8
2530,1
2531,4
2532,5
2533,5
2534,10
2535,4
2536,3
2537,2
2538,9
2539,9
2540,3
2541,9
2542,1
2543,2
2544,3
2545,9
2546,4
2547,2
2548,8
2549,10
2550,8
2551,9
2552,8
2553,1
2554,8
2555,2
2556,1
2557,3
2558,10
2559,1
2560,2
2561,2
2562,0
2563,8
2564,9
2565,8
2566,9
2567,5
2568,2
2569,5
2570,9
2571,10
2572,0
2573,5
2574,3
2575,9
2576,8
2577,2
2578,10
2579,2
2580,8
2581,3
2582,1
2583,9
2584,6
2585,0
2586,9
2587,0
2588,1
2589,0
2590,4
2591,0
2592,2
2593,5
2594,1
2595,10
2596,8
2597,2
2598,1
2599,0
2600,10
2601,7
2602,2
2603,5
2604,3
2605,9
2606,8
2607,0
2608,5
2609,10
2610,4
2611,0
2612,3
2613,5
2614,5
2615,5
2616,0
2617,5
2618,2
2619,0
2620,3
2621,6
2622,2
2623,9
2624,1
2625,9
2626,9
2627,9
2628,6
2629,1
2630,1
2631,2
2632,0
2633,0
2634,5
2635,7
2636,2
2637,7
2638,2
2639,3
2640,2
2641,5
2642,8
2643,4
2644,10
2645,5
2646,8
2647,2
2648,3
2649,3
2650,4
2651,0
2652,7
2653,1
2654,10
2655,10
2656,8
2657,8
2658,1
2659,9
2660,3
2661,7
2662,5
2663,3
2664,0
2665,5
2666,2
2667,10
2668,9
2669,0
2670,9
2671,2
2672,6
2673,2
2674,2
2675,5
2676,9
2677,0
2678,2
2679,0
2680,0
2681,3
2682,10
2683,8
2684,9
2685,0
2686,0
2687,2
2688,5
2689,0
2690,9
2691,5
2692,0
2693,6
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,10
2702,5
2703,3
2704,10
2705,9
2706,0
2707,9
2708,3
2709,5
2710,5
2711,0
2712,3
2713,3
2714,8
2715,9
2716,2
2717,7
2718,0
2719,2
2720,9
2721,10
2722,5
2723,7
2724,2
2725,1
2726,2
2727,2
2728,3
2729,8
2730,3
2731,4
2732,0
2733,2
2734,9
2735,9
2736,2
2737,10
2738,9
2739,2
2740,3
2741,1
2742,9
2743,5
2744,2
2745,1
2746,8
2747,2
2748,10
2749,2
2750,8
2751,0
2752,0
2753,0
2754,5
2755,0
2756,5
2757,5
2758,2
2759,10
2760,1
2761,0
2762,0
2763,3
2764,2
2765,0
2766,6
2767,4
2768,10
2769,4
2770,7
2771,0
2772,5
2773,8
2774,3
2775,4
2776,5
2777,2
2778,1
2779,0
2780,5
2781,3
2782,9
2783,5
2784,3
2785,2
2786,1
2787,1
2788,7
2789,2
2790,3
2791,6
2792,9
2793,8
2794,2
2795,8
2796,2
2797,1
2798,8
2799,9
2800,6
2801,0
2802,2
2803,0
2804,0
2805,10
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,10
2816,9
2817,0
2818,0
2819,2
2820,2
2821,5
2822,1
2823,2
2824,9
2825,5
2826,3
2827,4
2828,1
2829,8
2830,5
2831,9
2832,0
2833,5
2834,4
2835,0
2836,1
2837,4
2838,5
2839,5
2840,1
2841,0
2842,2
2843,0
2844,9
2845,8
2846,0
2847,0
2848,5
2849,5
2850,1
2851,0
2852,2
2853,2
2854,7
2855,4
2856,10
2857,2
2858,8
2859,9
2860,9
2861,9
2862,1
2863,2
2864,4
2865,5
2866,10
2867,2
2868,6
2869,5
2870,0
2871,8
2872,0
2873,4
2874,9
2875,1
2876,8
2877,9
2878,0
2879,0
2880,1
2881,3
2882,6
2883,8
2884,4
2885,9
2886,2
2887,2
2888,10
2889,6
2890,9
2891,8
2892,9
2893,3
2894,2
2895,2
2896,9
2897,8
2898,9
2899,5
2900,9
2901,3
2902,8
2903,3
2904,0
2905,2
2906,0
2907,10
2908,9
2909,5
2910,3
2911,5
2912,5
2913,5
2914,2
2915,8
2916,2
2917,9
2918,8
2919,0
2920,9
2921,3
2922,9
2923,2
2924,3
2925,2
2926,1
2927,1
2928,4
2929,2
2930,7
2931,0
2932,8
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,0
2942,2
2943,1
2944,5
2945,1
2946,9
2947,0
2948,9
2949,2
2950,3
2951,2
2952,0
2953,0
2954,2
2955,0
2956,8
2957,10
2958,3
2959,2
2960,5
2961,4
2962,9
2963,9
2964,0
2965,2
2966,3
2967,4
2968,9
2969,2
2970,10
2971,0
2972,9
2973,4
2974,5
2975,0
2976,5
2977,4
2978,10
2979,5
2980,8
2981,2
2982,0
2983,2
2984,10
2985,1
2986,1
2987,2
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,2
