id,tested_positive
171,12.06867
172,25.21057
173,39.58102
174,21.6346
175,4.760178
176,6.6423597
177,32.934917
178,28.819536
179,24.42262
180,15.798654
181,24.131762
182,26.276846
183,9.547238
184,19.59046
185,9.862934
186,19.130116
187,4.833798
188,12.621068
189,25.946547
190,3.7970111
191,23.645525
192,25.755684
193,6.7783656
194,12.246261
195,30.30023
196,7.322424
197,27.129627
198,11.620236
199,18.810423
200,23.9664
201,16.443205
202,23.150875
203,12.3425665
204,26.73259
205,21.05212
206,14.367312
207,28.888676
208,16.39729
209,7.612377
210,8.957725
211,16.43002
212,31.156939
213,4.7601676
214,10.949714
215,13.326374
216,6.5437503
217,14.126502
218,10.204198
219,9.98616
220,15.331189
221,8.830291
222,14.355693
223,12.924225
224,24.369652
225,20.594374
226,14.167923
227,6.414227
228,10.03299
229,33.081863
230,16.215897
231,6.4727273
232,13.612523
233,21.331198
234,9.614726
235,32.548553
236,19.580297
237,20.149603
238,20.422747
239,31.474482
240,12.066789
241,27.757341
242,28.779745
243,29.19153
244,12.285628
245,10.2543955
246,14.806798
247,26.977173
248,19.70022
249,11.918555
250,21.986366
251,15.626443
252,20.698528
253,10.592949
254,12.092949
255,9.517586
256,5.656259
257,19.714933
258,14.529098
259,4.8113394
260,13.263185
261,2.228991
262,5.147547
263,21.324326
264,14.890739
265,5.2526717
266,24.895576
267,26.211267
268,6.622396
269,12.155247
270,14.27915
271,7.005532
272,20.038942
273,10.697353
274,7.6125073
275,16.736034
276,20.257675
277,8.137766
278,14.94779
279,17.419035
280,21.122675
281,20.242588
282,17.7285
283,25.254534
284,17.585703
285,21.289635
286,22.129984
287,28.949917
288,4.9452314
289,19.29708
290,12.61194
291,17.55856
292,3.075573
293,3.4503143
294,22.340788
295,14.99334
296,5.039709
297,22.912893
298,10.872955
299,10.086594
300,12.27811
301,21.537554
302,9.796748
303,19.32399
304,12.536654
305,18.300726
306,21.433119
307,29.738253
308,12.82087
309,11.4477415
310,10.527429
311,24.123285
312,8.789671
313,24.213865
314,18.20995
315,15.656774
316,28.6961
317,18.411596
318,18.629791
319,16.196577
320,2.8739264
321,5.9027467
322,25.758009
323,18.702936
324,7.5977654
325,19.239786
326,3.0011654
327,24.648222
328,18.774908
329,24.815374
330,9.1369
331,24.677835
332,12.580195
333,4.791883
334,12.153514
335,12.593014
336,24.364466
337,8.348924
338,9.960533
339,22.391357
340,13.864808
341,8.707785
342,21.148085
343,15.068404
344,4.046582
345,18.78678
346,27.888174
347,22.671324
348,18.93115
349,17.598629
350,7.9098897
351,23.039038
352,17.308704
353,14.354358
354,5.7934175
355,17.761374
356,22.726988
357,17.778124
358,23.464052
359,15.146367
360,5.6798444
361,19.456852
362,8.490435
363,13.799167
364,18.740355
365,33.855667
366,15.8576765
367,15.272442
368,5.9686217
369,13.936952
370,16.8524
371,15.902436
372,17.242722
373,11.381087
374,3.3430548
375,13.550217
376,7.9080415
377,9.631337
378,16.084208
379,19.786188
380,26.772356
381,14.8402
382,10.244772
383,21.402746
384,3.740504
385,14.537505
386,16.247343
387,16.783445
388,14.953045
389,15.8529005
390,30.783518
391,11.7393055
392,29.091139
393,17.671612
394,8.06909
395,14.855254
396,29.317015
397,19.093893
398,22.85517
399,12.981163
400,15.05248
401,18.946766
402,6.463692
403,31.300999
404,32.67926
405,11.53662
406,8.650545
407,24.316723
408,12.628882
409,17.436447
410,18.957487
411,6.637509
412,24.522116
413,12.526496
414,8.110686
415,18.386717
416,20.20231
417,25.267794
418,25.53582
419,9.985963
420,16.928968
421,3.3355134
422,7.8317
423,11.312321
424,20.804033
425,13.492084
426,17.858175
427,8.548578
428,32.94167
429,22.60391
430,10.64663
431,19.473562
432,16.26502
433,13.801055
434,6.9951634
435,21.866766
436,34.069508
437,13.112345
438,3.6046557
439,2.9720805
440,6.6840067
441,4.9838395
442,20.720995
443,19.351648
444,18.369678
445,3.4762218
446,3.2166708
447,14.159381
448,24.586267
449,23.95322
450,15.312244
451,8.590972
452,27.986132
453,13.94829
454,12.074254
455,9.741849
456,24.220463
457,17.512533
458,20.700388
459,5.266228
460,21.674152
461,8.786822
462,14.802782
463,15.791194
464,6.5652466
465,9.89899
466,8.307504
467,7.434627
468,10.679228
469,23.694847
470,18.002499
471,11.735959
472,23.67431
473,10.258385
474,14.179397
475,6.4610124
476,13.018591
477,19.444294
478,22.815815
479,23.325209
480,23.51977
481,20.380896
482,27.464712
483,20.77769
484,27.083694
485,4.0482054
486,18.860464
487,16.906767
488,23.34805
489,8.271386
490,13.054039
491,21.080976
492,18.349092
493,13.937384
494,16.057539
495,15.818011
496,14.882875
497,4.4771147
498,3.6259801
499,11.915805
500,14.273305
501,4.793938
502,19.513826
503,11.264963
504,22.877468
505,25.38077
506,22.160025
507,10.374804
508,9.194918
509,17.470129
510,17.722761
511,14.195907
512,19.360552
513,9.486783
514,24.65796
515,13.987298
516,13.447293
517,14.099884
518,13.903708
519,28.2695
520,25.986683
521,16.568363
522,18.302382
523,23.290474
524,10.893814
525,32.021362
526,4.3426113
527,16.902994
528,15.477069
529,8.634547
530,16.836643
531,10.417424
532,12.206122
533,12.728352
534,22.730751
535,3.9896858
536,25.776693
537,9.259837
538,23.819395
539,14.86596
540,40.663383
541,13.225916
542,19.636679
543,4.4226866
544,9.770691
545,9.813172
546,5.5573106
547,25.78184
548,20.777102
549,13.218886
550,12.011792
551,6.2271028
552,19.935154
553,26.549423
554,21.507261
555,5.2266946
556,14.076856
557,15.744265
558,25.642965
559,18.385574
560,10.485799
561,11.562551
562,22.794123
563,18.792503
564,23.791296
565,10.498417
566,21.868708
567,26.012682
568,4.5968256
569,26.168068
570,13.276486
571,16.995659
572,28.538038
573,23.482248
574,3.5071452
575,19.260994
576,25.200129
577,34.331688
578,18.686464
579,20.317402
580,11.32298
581,8.375223
582,11.9876995
583,8.413103
584,16.826254
585,8.855354
586,32.69323
587,12.088364
588,5.071989
589,10.524869
590,11.585295
591,23.300371
592,20.791162
593,31.785948
594,29.594267
595,31.68498
596,9.644347
597,12.643552
598,23.218328
599,24.943998
600,6.6522713
601,8.789794
602,16.56474
603,18.568214
604,18.73968
605,22.545324
606,17.482592
607,28.941748
608,14.678421
609,23.238071
610,5.4757066
611,15.955274
612,9.318509
613,28.362223
614,24.468588
615,9.753837
616,23.725985
617,13.000525
618,19.237896
619,9.31398
620,6.338771
621,14.660494
622,9.730058
623,24.107462
624,11.475682
625,26.324747
626,14.6136875
627,16.30812
628,18.64611
629,9.252602
630,29.465994
631,18.271612
632,29.215893
633,25.188305
634,20.217394
635,10.556415
636,17.148474
637,11.214818
638,19.091352
639,20.01306
640,9.148366
641,10.724351
642,26.008036
643,31.91162
644,22.284237
645,28.944614
646,5.995217
647,24.73197
648,3.3374588
649,12.814696
650,14.367098
651,17.113405
652,11.197534
653,12.293828
654,15.34399
655,15.118822
656,13.432643
657,30.621405
658,12.300761
659,3.8263028
660,28.433582
661,25.872725
662,8.121976
663,10.179391
664,9.980561
665,5.138184
666,24.396225
667,9.388444
668,21.745655
669,22.44517
670,11.394499
671,5.4255495
672,7.266807
673,15.736161
674,3.2903533
675,14.020638
676,22.400042
677,25.229021
678,16.988466
679,11.012341
680,14.974073
681,10.902668
682,16.30157
683,19.873636
684,3.334067
685,28.40637
686,18.213404
687,13.884164
688,5.444041
689,12.249322
690,17.99772
691,7.93263
692,14.682708
693,1.9499004
694,2.980077
695,10.010532
696,22.039156
697,30.815756
698,28.532873
699,4.701944
700,6.4433494
701,1.9678969
702,19.091293
703,17.676655
704,28.623352
705,5.9506664
706,17.610554
707,4.6078043
708,10.991681
709,12.826524
710,20.303318
711,8.26306
712,24.058294
713,10.176334
714,4.196118
715,3.0866017
716,9.074589
717,21.298382
718,12.333587
719,21.579903
720,7.542526
721,3.8968434
722,20.183172
723,25.294514
724,6.9667044
725,18.889643
726,2.8303812
727,12.54814
728,6.318353
729,17.249983
730,7.588636
731,7.3797665
732,21.31816
733,6.4531794
734,21.33325
735,15.562743
736,5.4296575
737,21.607977
738,6.301971
739,24.58402
740,17.544115
741,17.187527
742,10.717879
743,24.67513
744,13.988086
745,13.141839
746,27.649166
747,29.077238
748,17.071222
749,7.4620633
750,6.538731
751,24.370298
752,6.1404457
753,10.603348
754,20.132421
755,20.30223
756,19.86767
757,17.111637
758,11.158779
759,9.248704
760,14.956722
761,9.499648
762,5.0810804
763,25.046013
764,30.40557
765,22.855425
766,20.19607
767,7.5871363
768,12.600556
769,14.063175
770,17.255537
771,11.773938
772,24.715302
773,17.987926
774,4.772475
775,10.291602
776,22.857145
777,21.21789
778,17.704048
779,12.66907
780,22.174593
781,31.403719
782,16.51645
783,20.359877
784,9.815433
785,5.13873
786,5.9205017
787,20.456884
788,22.546276
789,14.756776
790,19.972824
791,7.388818
792,12.956681
793,14.900264
794,10.046676
795,19.888927
796,12.92223
797,12.811374
798,6.3735776
799,16.051918
800,12.741569
801,11.123617
802,8.379067
803,11.158006
804,12.794288
805,21.830774
806,10.821559
807,19.820496
808,21.034708
809,28.27802
810,13.053225
811,18.122019
812,14.279715
813,16.712303
814,7.6412354
815,3.018942
816,5.6011863
817,15.200402
818,30.116465
819,7.2219853
820,23.602663
821,15.2329645
822,15.4625845
823,18.718248
824,24.06975
825,3.8044126
826,8.982834
827,19.811758
828,20.87425
829,15.62943
830,17.579012
831,2.982673
832,12.725043
833,11.824084
834,13.344598
835,28.681528
836,12.372418
837,17.570528
838,21.380434
839,18.193342
840,19.56482
841,37.22226
842,32.632282
843,18.241137
844,19.204582
845,6.624245
846,13.370517
847,16.68459
848,8.213981
849,12.819249
850,5.256478
851,5.3489313
852,5.651574
853,9.131316
854,6.1068506
855,23.24682
856,22.488413
857,20.638514
858,7.131959
859,13.610291
860,20.210419
861,20.362309
862,22.333864
863,22.049183
864,12.895881
865,6.119492
866,8.497574
867,9.038793
868,24.095896
869,24.21319
870,7.6454277
871,11.158162
872,14.196988
873,32.749657
874,28.308657
875,17.861998
876,18.576664
877,11.378092
878,18.209385
879,16.65307
880,6.9338603
881,12.709958
882,8.9453335
883,13.177198
884,27.621859
885,14.914497
886,30.737848
887,18.551321
888,13.11342
889,4.1436563
890,31.588547
891,25.15663
892,17.698568
